"sf__Id","sf__Error",ProductCategoryId,ProductId
"","DUPLICATE_VALUE:duplicate value found: CatalogId duplicates value on record with id: 0ZRdp0000000ALxGAM:--","0ZGdp00000007JFGAY","01tdp000006JEGkAAO"
"","DUPLICATE_VALUE:duplicate value found: CatalogId duplicates value on record with id: 0ZRdp0000000ALyGAM:--","0ZGdp00000007JFGAY","01tdp000006JEGlAAO"
"","DUPLICATE_VALUE:duplicate value found: CatalogId duplicates value on record with id: 0ZRdp0000000ALzGAM:--","0ZGdp00000007JFGAY","01tdp000006JEGjAAO"
