"sf__Id","sf__Error",Id,Pricebook2Id,Product2Id,UnitPrice,IsActive,UseStandardPrice,ProductSellingModelId
"","FIELD_INTEGRITY_EXCEPTION:Price Book ID: id value of incorrect type: 01tdp000006JEGlAAO:Pricebook2Id --","","01tdp000006JEGlAAO","01tdp000006HfphAAC","5000.0","true","false","0jPdp00000000zREAQ"
"","FIELD_INTEGRITY_EXCEPTION:Price Book ID: id value of incorrect type: 01tdp000006iM1hAAE:Pricebook2Id --","","01tdp000006iM1hAAE","01tdp000006iM1hAAE","0.0","true","false","0jPdp00000000zREAQ"
